text,intent,label
set the alarm tone,alarm_set,2
olly set my alarm to go off in an hour,alarm_set,2
please wake me up at eight am,alarm_set,2
make an alarm for four pm,alarm_set,2
wake me up at four am,alarm_set,2
fix an alarm,alarm_set,2
set an alarm for seven am,alarm_set,2
set alarm for this event reminder repeating for ten times,alarm_set,2
set an alert for two pm,alarm_set,2
i need to get up at ten tomorrow,alarm_set,2
get me up at eight am,alarm_set,2
set alarm for tomorrow at two pm,alarm_set,2
please set my alarm clock for eight am,alarm_set,2
set an alarm for next tuesdays meeting,alarm_set,2
set alarm at ten am,alarm_set,2
please create a new alarm,alarm_set,2
alert me at three pm to goto the concert,alarm_set,2
make a new alarm,alarm_set,2
please set a reminder alarm for three pm on Saturday,alarm_set,2
open clock,alarm_set,2
set alarm for tomorrow six am,alarm_set,2
set my alarm for tuesday at six pm,alarm_set,2
alert me at five hours,alarm_set,2
one am set,alarm_set,2
set alarm to begin,alarm_set,2
set the alarm for nine am on weekends,alarm_set,2
add an alarm for tomorrow morning at six am,alarm_set,2
please set an alarm at six am,alarm_set,2
set an alarm for tomorrow morning at eight,alarm_set,2
ring the alarm when i get home,alarm_set,2
set my alarm for time,alarm_set,2
set an alarm for ten o'clock tomorrow morning,alarm_set,2
alarm set,alarm_set,2
i want an alarm for six am everyday,alarm_set,2
add a five am alarm in place of my nine pm alarm,alarm_set,2
remind me at one thousand three hundred,alarm_set,2
alarm,alarm_set,2
make an alarm,alarm_set,2
please set alarm for all days,alarm_set,2
wake me up at seven am,alarm_set,2
is my alarm set for seven am,alarm_set,2
can you set an alarm for me,alarm_set,2
create event with alarm for meeting in two hours,alarm_set,2
set my alarm for six am tomorrow,alarm_set,2
wake me up in thirty minutes,alarm_set,2
schedule an alarm to wake me up after three hours,alarm_set,2
set an alarm,alarm_set,2
make an alarm for me at five am tomorrow,alarm_set,2
set alarm for twelve weeks from today at eight am,alarm_set,2
wake me up at time,alarm_set,2
set wake up Thursday seven am,alarm_set,2
please set my alarm for five pm,alarm_set,2
get me up in half an hour,alarm_set,2
wake me up at this time,alarm_set,2
wake me up at ten,alarm_set,2
set an alarm for five hundred and thirty,alarm_set,2
put alarm at five am,alarm_set,2
wake me up on Friday at five in the morning i need to catch the train,alarm_set,2
set an alarm for seven thirty am,alarm_set,2
please ring the wake up alarm at eight am next saturday,alarm_set,2
create an alarm for six am,alarm_set,2
i need an alarm set for five hundred and thirty am tomorrow,alarm_set,2
set a repeating reminder alarm for the facebook event i have to attend on seventh april,alarm_set,2
set alarm on twenty fifth may at five pm,alarm_set,2
please wake me up at seven thirty am,alarm_set,2
set an alarm for eight am,alarm_set,2
alarm five pm tuesday,alarm_set,2
wake me up at five thirty,alarm_set,2
set my alarm for eight am,alarm_set,2
set my alarm for six thirty in the morning tomorrow,alarm_set,2
set the time,alarm_set,2
i need an alarm,alarm_set,2
wake me up,alarm_set,2
i need a six am wakeup call,alarm_set,2
wake me up at five am this week,alarm_set,2
set alarm for saturday morning soccer practice at eight am,alarm_set,2
can you set my alarm for seven thirty am,alarm_set,2
set alarm at two am,alarm_set,2
please set the alarm for eight pm wednesday evening,alarm_set,2
could you please set an alarm at six am,alarm_set,2
set an alarm for four in the afternoon,alarm_set,2
set a reminder i need to wake up at five am every morning,alarm_set,2
please set an alarm at seven am tomorrow morning,alarm_set,2
create an alarm for today at ten am,alarm_set,2
i need you to set an alarm,alarm_set,2
make an alarm to help me remember,alarm_set,2
set an alarm for two hours from now,alarm_set,2
set alarm for nine am,alarm_set,2
set an alarm at six in the morning,alarm_set,2
set an alarm for two hours from now please,alarm_set,2
set an alarm at six am,alarm_set,2
place alarm at five o'clock morning,alarm_set,2
wake me up at five hundred and thirty,alarm_set,2
i want to wake up at six am tomorrow please,alarm_set,2
call me at six am,alarm_set,2
set an alarm for one hour from now,alarm_set,2
new alarm for six am,alarm_set,2
i need a reminder alarm at one,alarm_set,2
please set alarm at five pm,alarm_set,2
set an eight hundred am alarm for next tuesday,alarm_set,2
set alarm for reminder,alarm_set,2
make an alarm for three pm,alarm_set,2
the set alarm for nine pm on Thursday night,alarm_set,2
please make me wake up at four am tomorrow,alarm_set,2
remind me at five pm,alarm_set,2
turn on alarm thirty minutes before liverpool started to play,alarm_set,2
set an alarm for thursday at seven pm,alarm_set,2
alarm me at eight am,alarm_set,2
wake me at seven am,alarm_set,2
set an alarm at ten tomorrow to remind me a meeting,alarm_set,2
set an alarm at six am tomorrow,alarm_set,2
i need an alarm for sunday at eight am can you please set one for me,alarm_set,2
turn on my alarm,alarm_set,2
remind me at six thirty pm,alarm_set,2
add alarm,alarm_set,2
can you set the alarm for one hundred and thirty,alarm_set,2
alarm time for twelve pm,alarm_set,2
wake me at daybreak,alarm_set,2
decrease the volume,audio_volume_down,3
lower volume to half,audio_volume_down,3
could you please lower your volume,audio_volume_down,3
turn down the speakers,audio_volume_down,3
please slow down volume of speaker,audio_volume_down,3
start the radio now on low volume,audio_volume_down,3
set the volume to low,audio_volume_down,3
lessen the speaker volume,audio_volume_down,3
please speak quieter to me,audio_volume_down,3
can you turn that down,audio_volume_down,3
please reduce the sound,audio_volume_down,3
slow the volume speaker,audio_volume_down,3
you're too loud,audio_volume_down,3
talk quieter please,audio_volume_down,3
down the volume,audio_volume_down,3
quieter,audio_volume_down,3
please change the volume low of the speakers,audio_volume_down,3
lower volume of music player,audio_volume_down,3
please turn the volume down,audio_volume_down,3
lower volume,audio_volume_down,3
decrease twenty percent,audio_volume_down,3
it's really loud can you please turn the music down,audio_volume_down,3
decrease the volume to ten,audio_volume_down,3
turn down the sound,audio_volume_down,3
down,audio_volume_down,3
turn down the volume,audio_volume_down,3
please lower the speaker volume,audio_volume_down,3
decrease speaker volume,audio_volume_down,3
i want to slow down my speaker,audio_volume_down,3
turn down volume twenty percent,audio_volume_down,3
too loud,audio_volume_down,3
turn_down speakers,audio_volume_down,3
your volume is too high please repeat that lower,audio_volume_down,3
speak quieter,audio_volume_down,3
speak softer please,audio_volume_down,3
I need the volume to be quieter,audio_volume_down,3
lower the volume ten percent,audio_volume_down,3
make the volume lower,audio_volume_down,3
slow down the speaker volume,audio_volume_down,3
lower audio,audio_volume_down,3
cut down the volume,audio_volume_down,3
decrease volume to very soft,audio_volume_down,3
low the volume,audio_volume_down,3
lower speaker volume,audio_volume_down,3
turn off the bass from the audio,audio_volume_down,3
Please lower the volume,audio_volume_down,3
turn speaker volume down,audio_volume_down,3
please adjust the speakers to a lower more comfortable level,audio_volume_down,3
lower the volume on the speakers,audio_volume_down,3
please turn down the volume,audio_volume_down,3
turn the volume down,audio_volume_down,3
turn the volume down a little please,audio_volume_down,3
decrease volume,audio_volume_down,3
lower the speakers,audio_volume_down,3
lower the volume of the speakers,audio_volume_down,3
lower your volume please,audio_volume_down,3
turn down media volume,audio_volume_down,3
lower the volume,audio_volume_down,3
please decrease the volume of music player,audio_volume_down,3
lower the volume please,audio_volume_down,3
can you make it a little quieter,audio_volume_down,3
lower all volume on speakers please,audio_volume_down,3
volume down,audio_volume_down,3
please reduce the speaker volume,audio_volume_down,3
speaker volume decrease,audio_volume_down,3
go silent until three pm,audio_volume_mute,4
please do not talk for thirty minutes,audio_volume_mute,4
Silence speakers,audio_volume_mute,4
silently adjust,audio_volume_mute,4
turn off audio,audio_volume_mute,4
set to mute,audio_volume_mute,4
keep quiet,audio_volume_mute,4
please stop for a bit,audio_volume_mute,4
Please pause the song,audio_volume_mute,4
off the speakers,audio_volume_mute,4
be silent for thirty minutes,audio_volume_mute,4
can you place the sound on mute,audio_volume_mute,4
stop making sounds for forty minutes,audio_volume_mute,4
mute volume,audio_volume_mute,4
please be silent until i tell you not to be,audio_volume_mute,4
i want to mute the speaker,audio_volume_mute,4
silent mode,audio_volume_mute,4
mute yourself when i am in a meeting,audio_volume_mute,4
please pause yourself,audio_volume_mute,4
please keep quiet for the next hour,audio_volume_mute,4
mute the living room speakers,audio_volume_mute,4
down the speaker volume at the end of level,audio_volume_mute,4
set the speakers to mute,audio_volume_mute,4
please mute the volume control,audio_volume_mute,4
turn on silent mode until my alarm goes off,audio_volume_mute,4
pause the music,audio_volume_mute,4
silent,audio_volume_mute,4
go silent for a day,audio_volume_mute,4
mute for volume,audio_volume_mute,4
set mute mode for one hour,audio_volume_mute,4
can you mute when i am not home,audio_volume_mute,4
mute please,audio_volume_mute,4
please be quiet for another hour,audio_volume_mute,4
set to silent for five minutes,audio_volume_mute,4
silence please,audio_volume_mute,4
stop playing,audio_volume_mute,4
mute the audio,audio_volume_mute,4
mute the settings,audio_volume_mute,4
mute the volume,audio_volume_mute,4
please quiet the speaker,audio_volume_mute,4
silence for two hours,audio_volume_mute,4
please stop talking,audio_volume_mute,4
mute for two hours,audio_volume_mute,4
activate silent,audio_volume_mute,4
mute for fifteen minutes,audio_volume_mute,4
silence,audio_volume_mute,4
do not speak today,audio_volume_mute,4
turn off the sounds,audio_volume_mute,4
mute the speaker please,audio_volume_mute,4
help me to mute my speaker,audio_volume_mute,4
can you mute my speaker,audio_volume_mute,4
google please be extra quiet the baby is sleeping,audio_volume_mute,4
mute enabled until i say so,audio_volume_mute,4
please hold for the next hour,audio_volume_mute,4
disable music player,audio_volume_mute,4
mute the sound,audio_volume_mute,4
set the settings to mute,audio_volume_mute,4
quiet mode on until i am home from work,audio_volume_mute,4
turn the vibrate off from speaker,audio_volume_mute,4
mute sound on speakers please,audio_volume_mute,4
don't speak for an hour,audio_volume_mute,4
set music system to mute,audio_volume_mute,4
stay quiet,audio_volume_mute,4
set volume to zero,audio_volume_mute,4
please mute my speaker,audio_volume_mute,4
speakers off,audio_volume_mute,4
please do not speak,audio_volume_mute,4
quiet on,audio_volume_mute,4
no speaking please,audio_volume_mute,4
i would like to mute the speakers please,audio_volume_mute,4
please mute the sound,audio_volume_mute,4
please shut off,audio_volume_mute,4
from now on mute,audio_volume_mute,4
please unmute yourself,audio_volume_mute,4
mute speakers,audio_volume_mute,4
will you please mute my speakers,audio_volume_mute,4
mute speakers please,audio_volume_mute,4
mute sound,audio_volume_mute,4
quiet,audio_volume_mute,4
sound off,audio_volume_mute,4
silence for certain amount of hours,audio_volume_mute,4
please you don't speak in eight to ten pm,audio_volume_mute,4
mute,audio_volume_mute,4
mute all responses now,audio_volume_mute,4
be mute,audio_volume_mute,4
shut up,audio_volume_mute,4
don't make any sounds,audio_volume_mute,4
turn sound off,audio_volume_mute,4
silent mode on for the next three hours,audio_volume_mute,4
cut off noise,audio_volume_mute,4
touch the mute button,audio_volume_mute,4
get yourself muted,audio_volume_mute,4
be quiet,audio_volume_mute,4
mute yourself until five pm,audio_volume_mute,4
don't speak for a while,audio_volume_mute,4
i've got a meeting by tonight seven pm please mute the music for an hour,audio_volume_mute,4
quiet mode four hours,audio_volume_mute,4
turn down the noise,audio_volume_mute,4
please change the volume to mute,audio_volume_mute,4
mute for the next hour please,audio_volume_mute,4
please mute yourself,audio_volume_mute,4
hey olly mute the speakers,audio_volume_mute,4
mute the speakers,audio_volume_mute,4
goodnight,audio_volume_mute,4
it's quiet time,audio_volume_mute,4
turn off speaker,audio_volume_mute,4
mute yourself until i say otherwise,audio_volume_mute,4
mute audio,audio_volume_mute,4
don't talk until i ask you to,audio_volume_mute,4
please be quiet for the next two hours,audio_volume_mute,4
mute volume now,audio_volume_mute,4
don't respond for fifty seconds,audio_volume_mute,4
do not talk,audio_volume_mute,4
quiet time,audio_volume_mute,4
mute for one hour,audio_volume_mute,4
please be silent,audio_volume_mute,4
please do not respond,audio_volume_mute,4
volume control,audio_volume_mute,4
can you set radio to mute,audio_volume_mute,4
please mute the television for one hour,audio_volume_mute,4
can you please be muted for a while,audio_volume_mute,4
i'm in a meeting please do not speak,audio_volume_mute,4
turn the volume off,audio_volume_mute,4
sound off please,audio_volume_mute,4
i want you to mute,audio_volume_mute,4
do not make any noise until morning alarm,audio_volume_mute,4
mute for twenty minutes,audio_volume_mute,4
stop the audio,audio_volume_mute,4
turn up radio volume,audio_volume_up,5
i can't hear you speak up,audio_volume_up,5
Speak louder please,audio_volume_up,5
increase the volume please,audio_volume_up,5
please increase the volume of the current song,audio_volume_up,5
adjust media volume up,audio_volume_up,5
bring back talking after,audio_volume_up,5
unmute my sound,audio_volume_up,5
please increase volume in music player,audio_volume_up,5
raise the volume of the speakers to fifty five percent,audio_volume_up,5
Hey turn the volume high,audio_volume_up,5
hello beef up the volume a little bit,audio_volume_up,5
can you speak a little louder,audio_volume_up,5
please raise the volume of speaker,audio_volume_up,5
louder,audio_volume_up,5
i cant hear a thing,audio_volume_up,5
set the volume higher,audio_volume_up,5
i need you to have the volume louder,audio_volume_up,5
turn up the volume of my speakers,audio_volume_up,5
please unmute the settings,audio_volume_up,5
the volume of the music playing now should be raised,audio_volume_up,5
raise the volume of the speakers,audio_volume_up,5
turn my audio higher,audio_volume_up,5
can you increase the volume of the speakers,audio_volume_up,5
raise the volume to fifty,audio_volume_up,5
Volume louder softer,audio_volume_up,5
i need to hear the volume of the current music,audio_volume_up,5
please increase the volume,audio_volume_up,5
could you please yell the answer out to me,audio_volume_up,5
please speak loud,audio_volume_up,5
on the music player set the volume level at sixty,audio_volume_up,5
raise speaker volume,audio_volume_up,5
raise the volume of the current music,audio_volume_up,5
turn up volume of music,audio_volume_up,5
raise your volume,audio_volume_up,5
can you turn up the volume on itunes,audio_volume_up,5
louder volume please,audio_volume_up,5
volume louder please,audio_volume_up,5
turn up media volume,audio_volume_up,5
could you speak up,audio_volume_up,5
increase the volume of the speaker,audio_volume_up,5
make the speaker volume on maximum,audio_volume_up,5
i need to hear sound on my speakers,audio_volume_up,5
up the volume the sound is too low,audio_volume_up,5
audio on,audio_volume_up,5
speak louder,audio_volume_up,5
i can't hear you,audio_volume_up,5
turn up your volume,audio_volume_up,5
turn up the volume,audio_volume_up,5
please increase the volume to maximum,audio_volume_up,5
lower my music player volume by fifty percent of its current level,audio_volume_up,5
please turn my speakers on google,audio_volume_up,5
increase the volume,audio_volume_up,5
please turn the volume to the loudest setting,audio_volume_up,5
set the music volume to ninety,audio_volume_up,5
i need a high volume,audio_volume_up,5
make sound louder,audio_volume_up,5
up,audio_volume_up,5
turn the volume up,audio_volume_up,5
i can barely hear you,audio_volume_up,5
please decrease the volume of this song,audio_volume_up,5
speak louder please,audio_volume_up,5
i can't hear you can you say it again louder,audio_volume_up,5
i can't hear just increase the volume,audio_volume_up,5
please turn up the volume to twenty one,audio_volume_up,5
increase volume by two levels,audio_volume_up,5
speaker volume increase,audio_volume_up,5
turn the volume up on music player,audio_volume_up,5
can you turn up the volume,audio_volume_up,5
raise volume,audio_volume_up,5
hey sound is low can you tune it up,audio_volume_up,5
turn up speakers,audio_volume_up,5
increase the volume to seventy percent,audio_volume_up,5
i need the volume to be louder,audio_volume_up,5
increase the volume of the music to ninety,audio_volume_up,5
unmute the speaker now,audio_volume_up,5
please increase volume,audio_volume_up,5
could you speak more softly,audio_volume_up,5
i want volume on my speakers,audio_volume_up,5
raise the volume to sixty,audio_volume_up,5
unmute,audio_volume_up,5
increase the volume so that i can hear it in other room,audio_volume_up,5
turn up music please,audio_volume_up,5
please turn up the speaker volume,audio_volume_up,5
more volume please,audio_volume_up,5
change my music player volume to eighty percent,audio_volume_up,5
i couldn't hear you repeat that louder,audio_volume_up,5
turn up volume,audio_volume_up,5
turn up the volume on the music,audio_volume_up,5
increase the volume a bit,audio_volume_up,5
move the volume up a little,audio_volume_up,5
can you turn the volume up,audio_volume_up,5
please turn up the volume,audio_volume_up,5
play it louder,audio_volume_up,5
change the volume level to nineteen please,audio_volume_up,5
turn the sound up,audio_volume_up,5
i am unable to hear you can you speak little loud,audio_volume_up,5
turn up,audio_volume_up,5
change the speaker volume to sixty five percent,audio_volume_up,5
can you turn up your volume,audio_volume_up,5
increase volume,audio_volume_up,5
please speak up,audio_volume_up,5
get louder,audio_volume_up,5
increase the volume to fifty,audio_volume_up,5
increase volume by one,audio_volume_up,5
unmute after,audio_volume_up,5
could you speak louder,audio_volume_up,5
increase the volume of the left speaker by ten,audio_volume_up,5
can you turn it up a little,audio_volume_up,5
can you speak louder,audio_volume_up,5
louder please,audio_volume_up,5
turn up sound,audio_volume_up,5
i need you to say that last information again but much louder,audio_volume_up,5
